String ID,Dev Notes / Context,Character Limit,Text
"Boulder attachment rail","Weapon Mods","64","Boulder attachment rail"
"NB5 standard handguard","Weapon Mods","64","NB5 standard handguard"
"N1o archangel stock","Weapon Mods","64","N1o archangel stock"
"EC 101","Weapons","64","EC 101"
"Santa EC 74","Weapons","64","Santa EC 74"
"NB5","Weapons","64","NB5"
"EDL","Weapons","64","EDL"
"FRD","Weapons","64","FRD"
"BBsH 41","Weapons","64","BBsH 41"
"N4o1","Weapons","64","N4o1"
"Wintar BK","Weapons","64","Wintar BK"
"ECM","Weapons","64","ECM"
"Skop L","Weapons","64","Skop L"
"G 76","Weapons","64","G 76"
"Tus 34","Weapons","64","Tus 34"
"Marauder 700 Modern","Weapons","64","Marauder 700 Modern"
"Nozin Makant","Weapons","64","Nozin Makant"
"Sha-12","Weapons","64","Sha-12"
"Stas 12","Weapons","64","Stas 12"
"BB 19 MOOSE","Weapons","64","BB 19 MOOSE"
"Grusa 4","Weapons","64","Grusa 4"
"VRIZZ Sector .45 acp","Weapons","64","VRIZZ Sector .45 acp"
"EC 74","Weapons","64","EC 74"
"Sawed off double shotgun","Weapons","64","Sawed off double shotgun"
"MP 133","Weapons","64","MP 133"
"Fanaz","Weapons","64","Fanaz"
"STV-40","Weapons","64","STV-40"
"Boulder","Weapons","64","Boulder"
"PN Pokarov","Weapons","64","PN Pokarov"
"ETS","Weapons","64","ETS"
"Spyder","Weapons","64","Spyder"
"F90","Weapons","64","F90"
"Vlok 17","Weapons","64","Vlok 17"
"PP Kokarev","Weapons","64","PP Kokarev"
"PRK 16","Weapons","64","PRK 16"
"NB 153","Weapons","64","NB 153"
"ATV-40","Weapons","64","ATV-40"
"VS-98","Weapons","64","VS-98"
"BB 91 KERR","Weapons","64","BB 91 KERR"
"N1o","Weapons","64","N1o"
"VRIZZ Sector 9x19mm","Weapons","64","VRIZZ Sector 9x19mm"
"EC 74U","Weapons","64","EC 74U"
"Skop H","Weapons","64","Skop H"
"RP 57","Weapons","64","RP 57"
"Batko MKM","Weapons","64","Batko MKM"
"Marauder 700","Weapons","64","Marauder 700"
"NC 47 CHIMERA","Weapons","64","NC 47 CHIMERA"
"ZZ VEL","Weapons","64","ZZ VEL"
"MKM","Weapons","64","MKM"
"Grusa 1","Weapons","64","Grusa 1"
"VNP","Weapons","64","VNP"
"12.7x55mm BP round","Ammo Types","64","12.7x55mm BP round"
"12.7x55mm HP round","Ammo Types","64","12.7x55mm HP round"
"12.7x55mm PS round","Ammo Types","64","12.7x55mm PS round"
"12x70mm BUCKSHOT","Ammo Types","64","12x70mm BUCKSHOT"
"12x70mm SLUG","Ammo Types","64","12x70mm SLUG"
"12x70mm AP SLUG","Ammo Types","64","12x70mm AP SLUG"
".357 magnum","Ammo Types","64",".357 magnum"
".45 acp","Ammo Types","64",".45 acp"
".45 acp AP","Ammo Types","64",".45 acp AP"
".45 acp Subsonic","Ammo Types","64",".45 acp Subsonic"
"5.45x39mm PS","Ammo Types","64","5.45x39mm PS"
"5.45x39mm BT","Ammo Types","64","5.45x39mm BT"
"5.45x39mm HP","Ammo Types","64","5.45x39mm HP"
"5.45x39mm Subsonic","Ammo Types","64","5.45x39mm Subsonic"
"5.56x45mm M855","Ammo Types","64","5.56x45mm M855"
"5.56x45mm HP","Ammo Types","64","5.56x45mm HP"
"5.56x45mm M995","Ammo Types","64","5.56x45mm M995"
"5.56x45mm Subsonic","Ammo Types","64","5.56x45mm Subsonic"
"5.7x28mm R37","Ammo Types","64","5.7x28mm R37"
"5.7x28mm SS190","Ammo Types","64","5.7x28mm SS190"
"5.7x28mm Subsonic","Ammo Types","64","5.7x28mm Subsonic"
"7.62x25mm FMJ","Ammo Types","64","7.62x25mm FMJ"
"7.62x25mm PST","Ammo Types","64","7.62x25mm PST"
"7.62x39mm PS","Ammo Types","64","7.62x39mm PS"
"7.62x39mm BP","Ammo Types","64","7.62x39mm BP"
"7.62x39mm HP","Ammo Types","64","7.62x39mm HP"
"7.62x39mm Subsonic","Ammo Types","64","7.62x39mm Subsonic"
"7.62x51mm M80","Ammo Types","64","7.62x51mm M80"
"7.62x51mm FMJ","Ammo Types","64","7.62x51mm FMJ"
"7.62x51mm M61","Ammo Types","64","7.62x51mm M61"
"7.62x54R mm PS","Ammo Types","64","7.62x54R mm PS"
"7.62x54Rmm SNB","Ammo Types","64","7.62x54Rmm SNB"
"9x18mm PS","Ammo Types","64","9x18mm PS"
"9x18mm PBM","Ammo Types","64","9x18mm PBM"
"9x19mm PSO","Ammo Types","64","9x19mm PSO"
"9x19mm AP","Ammo Types","64","9x19mm AP"
"9x19mm Subsonic","Ammo Types","64","9x19mm Subsonic"
"9x39mm SP-5","Ammo Types","64","9x39mm SP-5"
"9x39mm BP","Ammo Types","64","9x39mm BP"
"Arman suit","Armor","64","Arman suit"
"Bandit Leather armor","Armor","64","Bandit Leather armor"
"Bandit 3FBBY armor","Armor","64","Bandit 3FBBY armor"
"Bulletproof vest","Armor","64","Bulletproof vest"
"Military AFZ-0","Armor","64","Military AFZ-0"
"Military AFZ-1","Armor","64","Military AFZ-1"
"Military AFZ-2","Armor","64","Military AFZ-2"
"Military AFZ-3","Armor","64","Military AFZ-3"
"Military Cyclops suit","Armor","64","Military Cyclops suit"
"Crimson CPR-0","Armor","64","Crimson CPR-0"
"Crimson CPR-1","Armor","64","Crimson CPR-1"
"Crimson CPR-2","Armor","64","Crimson CPR-2"
"Crimson CPR-3","Armor","64","Crimson CPR-3"
"Crimson Cyclops suit","Armor","64","Crimson Cyclops suit"
"Hunter armor","Armor","64","Hunter armor"
"Kibba armour","Armor","64","Kibba armour"
"Standard XTU-0","Armor","64","Standard XTU-0"
"Standard XTU-1","Armor","64","Standard XTU-1"
"Standard XTU-2","Armor","64","Standard XTU-2"
"Standard XTU-3","Armor","64","Standard XTU-3"
"Standard Cyclops suit","Armor","64","Standard Cyclops suit"
"00PZCX armor","Armor","64","00PZCX armor"
"20PZCX armor","Armor","64","20PZCX armor"
"99PZCX armor","Armor","64","99PZCX armor"
"santa claus costume","Armor","64","santa claus costume"
"Standard armor CP-00","Armor","64","Standard armor CP-00"
"Police armor","Armor","64","Police armor"
"Pumpkin armor","Armor","64","Pumpkin armor"
"Scientist F00K-0","Armor","64","Scientist F00K-0"
"Scientist F00K-1","Armor","64","Scientist F00K-1"
"Scientist F00K-2","Armor","64","Scientist F00K-2"
"SEVA Suit","Armor","64","SEVA Suit"
"Armor ???","Armor","64","Armor ???"
"??? Cyclops suit","Armor","64","??? Cyclops suit"
"Storage kit","Storage","64","Storage kit"
"Book cardio","Books","64","Book cardio"
"Read this to gain 1 point in cardio","Books","128","Read this to gain 1 point in cardio"
"Book charisma","Books","64","Book charisma"
"Read this book to gain 1 point in charisma","Books","128","Read this book to gain 1 point in charisma"
"Book cooking","Books","64","Book cooking"
"Read this book to gain 1 point in cooking","Books","128","Read this book to gain 1 point in cooking"
"Read this book","Books","128","Read this book"
"Book gunsmith","Books","64","Book gunsmith"
"Read this book to gain 1 point in gunsmith","Books","128","Read this book to gain 1 point in gunsmith"
"Basic gunsmith book","Books","64","Basic gunsmith book"
"Read this book to learn new barter and crafting options","Books","128","Read this book to learn new barter and crafting options"
"Advanced gunsmith book","Books","64","Advanced gunsmith book"
"Read this book to learn new barter and crafting options","Books","128","Read this book to learn new barter and crafting options"
"Book medicine","Books","64","Book medicine"
"Read this book to gain 1 point in medicine","Books","128","Read this book to gain 1 point in medicine"
"Book shooting","Books","64","Book shooting"
"Read this book to gain 1 point in shooting","Books","128","Read this book to gain 1 point in shooting"
"Book style","Books","64","Book style"
"Read this to gain 1 point in style","Books","128","Read this to gain 1 point in style"
"Respec Book cardio","Books","64","Respec Book cardio"
"Read this book to change your specialisation.\nYou will lose all acquired specialisation points.","Books","128","Read this book to change your specialisation.\nYou will lose all acquired specialisation points."
"Respec Book charisma","Books","64","Respec Book charisma"
"Respec Book cooking","Books","64","Respec Book cooking"
"Respec Book gunsmith","Books","64","Respec Book gunsmith"
"Respec Book medicine","Books","64","Respec Book medicine"
"Respec Book shooting","Books","64","Respec Book shooting"
"Respec Book style","Books","64","Respec Book style"
"9x18","Bullet Calibers","16","9x18"
"9x19","Bullet Calibers","16","9x19"
"5.7x28","Bullet Calibers","16","5.7x28"
".45 ","Bullet Calibers","16",".45 "
"7.62x25","Bullet Calibers","16","7.62x25"
".357 Magnum","Bullet Calibers","16",".357 Magnum"
"7.62x51","Bullet Calibers","16","7.62x51"
"7.62x54R","Bullet Calibers","16","7.62x54R"
"5.45x39","Bullet Calibers","16","5.45x39"
"7.62x39","Bullet Calibers","16","7.62x39"
"5.56x45","Bullet Calibers","16","5.56x45"
"12.7x55","Bullet Calibers","16","12.7x55"
"12x70","Bullet Calibers","16","12x70"
"9x39","Bullet Calibers","16","9x39"
"Air drop","Chests","64","Air drop"
"Santa air drop","Chests","64","Santa air drop"
"Anomaly Electric","Chests","64","Anomaly Electric"
"Anomaly Fire","Chests","64","Anomaly Fire"
"Armor","Chests","64","Armor"
"attachment box","Chests","64","attachment box"
"ammo","Chests","64","ammo"
"base upgrade box","Chests","64","base upgrade box"
"book box","Chests","64","book box"
"cash register","Chests","64","cash register"
"Chemical crystal","Chests","64","Chemical crystal"
"common weapon all","Chests","64","common weapon all"
"crimson corp. scientist","Chests","64","crimson corp. scientist"
"crimson soldier","Chests","64","crimson soldier"
"dead abitant","Chests","64","dead habitant"
"dead loner","Chests","64","dead loner"
"dead scientist","Chests","64","dead scientist"
"devourer","Chests","64","devourer"
"Electric crystal","Chests","64","Electric crystal"
"electronic box","Chests","64","electronic box"
"Equipment chest","Chests","64","Equipment chest"
"fire crystal","Chests","64","fire crystal"
"Flight recorder","Chests","64","Flight recorder"
"forge","Chests","64","forge"
"garden","Chests","64","garden"
"green army soldier","Chests","64","green army soldier"
"grigoriy memorial","Chests","64","grigoriy memorial"
"items collected by igor","Chests","64","items collected by igor"
"lead scientist","Chests","64","lead scientist"
"library","Chests","64","library"
"marat loginov","Chests","64","marat loginov"
"mercenary","Chests","64","mercenary"
"mr. junk's treasure","Chests","64","mr. junk's treasure"
"mutated plant","Chests","64","mutated plant"
"novice bandit","Chests","64","novice bandit"
"pc","Chests","64","pc"
"pistol","Chests","64","pistol"
"Rifle","Chests","64","Rifle"
"rifle","Chests","64","rifle"
"scavenger","Chests","64","scavenger"
"secret chest","Chests","64","secret chest"
"secret safe","Chests","64","secret safe"
"smg","Chests","64","smg"
"sniper","Chests","64","sniper"
"Spider","Chests","64","Spider"
"strange machinery","Chests","64","strange machinery"
"supermarket shelves","Chests","64","supermarket shelves"
"unknown bag","Chests","64","unknown bag"
"watcher","Chests","64","watcher"
"weapon box mod","Chests","64","weapon box mod"
"weapon box mod ak","Chests","64","weapon box mod ak"
"Weapon box tier I","Chests","64","Weapon box tier I"
"Weapon box tier II","Chests","64","Weapon box tier II"
"Weapon box tier III","Chests","64","Weapon box tier III"
"Wood crate","Chests","64","Wood crate"
"your stash","Chests","64","your stash"
"yuli antonov","Chests","64","yuli antonov"
"AAA battery","Barter","72","AAA battery"
"alcohol","Barter","72","alcohol"
"Big's tooth","Barter","72","Big's tooth"
"blink's claw","Barter","72","blink's claw"
"Blue gunpowder","Barter","72","Blue gunpowder"
"Boar pelt","Barter","72","Boar pelt"
"boar tusk","Barter","72","boar tusk"
"Bolt cutter","Barter","72","Bolt cutter"
"Briefcase","Barter","72","Briefcase"
"Bug spray","Barter","72","Bug spray"
"Bulb","Barter","72","Bulb"
"car battery","Barter","72","car battery"
"CCTV camera","Barter","72","CCTV camera"
"charcoal","Barter","72","charcoal"
"Coffee","Barter","72","Coffee"
"Concrete box","Barter","72","Concrete box"
"Cooking pot","Barter","72","Cooking pot"
"Copper wire","Barter","72","Copper wire"
"CPU","Barter","72","CPU"
"devourer meat","Barter","72","devourer meat"
"Drill","Barter","72","Drill"
"duct tape","Barter","72","duct tape"
"Dumbell","Barter","72","Dumbell"
"DVD drive","Barter","72","DVD drive"
"dynamite","Barter","72","dynamite"
"Electric motor","Barter","72","Electric motor"
"Engine Oil","Barter","72","Engine Oil"
"Fan","Barter","72","Fan"
"Fork","Barter","72","Fork"
"Fragrance","Barter","72","Fragrance"
"Gamestation","Barter","72","Gamestation"
"ghoul's tentacle","Barter","72","ghoul's tentacle"
"gm counter","Barter","72","gm counter"
"Gold Wristwatch","Barter","72","Gold Wristwatch"
"Golden Bracelet","Barter","72","Golden Bracelet"
"Golden crucifix","Barter","72","Golden crucifix"
"Golden Necklace","Barter","72","Golden Necklace"
"Golden zippo","Barter","72","Golden zippo"
"GPS Marker","Barter","72","GPS Marker"
"Green gunpowder","Barter","72","Green gunpowder"
"Grigoriy's ring","Barter","72","Grigoriy's ring"
"Hair dryer","Barter","72","Hair dryer"
"Hammer","Barter","72","Hammer"
"Hard disk","Barter","72","Hard disk"
"High quality toilet paper","Barter","72","High quality toilet paper"
"Hose","Barter","72","Hose"
"hydrogen peroxide","Barter","72","hydrogen peroxide"
"Knife","Barter","72","Knife"
"Lab documents","Barter","72","Lab documents"
"Lighter","Barter","72","Lighter"
"Lights kit","Barter","72","Lights kit"
"Lost backpack found in the forest","Barter","72","Lost backpack found in the forest"
"Lost backpack found in the industrial area","Barter","72","Lost backpack found in the industrial area"
"lost backpack found in the makeshift camp","Barter","72","lost backpack found in the makeshift camp"
"Lost backpack found in the swamp","Barter","72","Lost backpack found in the swamp"
"Lost document found in the forest","Barter","72","Lost document found in the forest"
"lost document found in the industrial area","Barter","72","lost document found in the industrial area"
"lost document found in the makeshift camp","Barter","72","lost document found in the makeshift camp"
"Lost document found in the swamp","Barter","72","Lost document found in the swamp"
"Matches","Barter","72","Matches"
"Metal pipe","Barter","72","Metal pipe"
"Military circuit","Barter","72","Military circuit"
"Multi-plug","Barter","72","Multi-plug"
"Nail","Barter","72","Nail"
"Orange gunpowder","Barter","72","Orange gunpowder"
"papers","Barter","72","papers"
"Pelt","Barter","72","Pelt"
"Pepper","Barter","72","Pepper"
"pillow","Barter","72","pillow"
"Pliers","Barter","72","Pliers"
"Portable console","Barter","72","Portable console"
"Power bank","Barter","72","Power bank"
"Power outlet","Barter","72","Power outlet"
"Propane tank","Barter","72","Propane tank"
"Rabbit pelt","Barter","72","rabbit pelt"
"rags","Barter","72","rags"
"RAM","Barter","72","RAM"
"Red gunpowder","Barter","72","Red gunpowder"
"Relay","Barter","72","Relay"
"repair kit for radio tower","Barter","72","repair kit for radio tower"
"Rope","Barter","72","Rope"
"Roubles","Barter","72","Roubles"
"Ruined Laboratory entrance key","Barter","72","Ruined Laboratory entrance key"
"Salt","Barter","72","Salt"
"scientiest's analyzer","Barter","72","scientist's analyzer"
"Scientific analyzer","Barter","72","Scientific analyzer"
"scrap ammo","Barter","72","scrap ammo"
"scrap food","Barter","72","scrap food"
"scrap material","Barter","72","scrap material"
"scrap medicine","Barter","72","scrap medicine"
"scrap weapon","Barter","72","scrap weapon"
"Screw nut","Barter","72","Screw nut"
